key,title,authors,venue,year,type,doi,url,ee,title_clean,authors_clean,first_author,title_author_combined
conf/cikm/transferlearningforc145,Transfer Learning for Computer Vision Tasks,Zack Hernandez | Quinn Taylor,CIKM,2021,Conference Paper,10.9823/830031,https://dblp.org/rec/conf/cikm/transferlearningforc145,https://doi.org/10.2543/894121,Transfer Learning for Computer Vision Tasks,Zack Hernandez | Quinn Taylor,Zack Hernandez,Transfer Learning for Computer Vision Tasks Zack Hernandez
conf/associatio/gptmodelsfortextgene265,GPT Models for Text Generation,J. Rodriguez | X. Gonzalez,Association for Computational Linguistics,2020,Conference Paper,10.5993/588945,https://dblp.org/rec/conf/associatio/gptmodelsfortextgene265,https://doi.org/10.7050/914599,GPT Models for Text Generation,J. Rodriguez | X. Gonzalez,J. Rodriguez,GPT Models for Text Generation J. Rodriguez
conf/acl/federatedlearningfor337,Federated Learning for Privacy-Preserving ML,J. Wilson,ACL,2022,Conference Paper,,https://dblp.org/rec/conf/acl/federatedlearningfor337,https://doi.org/10.1384/770154,Federated Learning for Privacy-Preserving ML,J. Wilson,J. Wilson,Federated Learning for Privacy-Preserving ML J. Wilson
conf/associatio/sentimentanalysiswit498,Sentiment Analysis with Deep Learning,Sam Johnson | Bob Sanchez | Mary Martinez | Jane White,Association for Computational Linguistics,2022,Conference Paper,10.6275/122465,https://dblp.org/rec/conf/associatio/sentimentanalysiswit498,,Sentiment Analysis with Deep Learning,Sam Johnson | Bob Sanchez | Mary Martinez | Jane White,Sam Johnson,Sentiment Analysis with Deep Learning Sam Johnson
conf/ijcai/recommendationsystem435,Recommendation Systems with Collaborative Filtering,X. Davis | Tina Smith,IJCAI,2022,Conference Paper,10.1165/500849,https://dblp.org/rec/conf/ijcai/recommendationsystem435,,Recommendation Systems with Collaborative Filtering,X. Davis | Tina Smith,X. Davis,Recommendation Systems with Collaborative Filtering X. Davis
conf/sigir/sentimentanalysiswit504,Sentiment Analysis with Deep Learning,R. Rodriguez | Noah Jones | R. Lee,SIGIR,2020,Conference Paper,10.3565/736313,https://dblp.org/rec/conf/sigir/sentimentanalysiswit504,,Sentiment Analysis with Deep Learning,R. Rodriguez | Noah Jones | R. Lee,R. Rodriguez,Sentiment Analysis with Deep Learning R. Rodriguez
conf/wsdm/machinelearningincom47,Machine Learning in Computer Vision,Victor Williams | Olivia Anderson | Alice Williams | Xavier Taylor,WSDM,2020,Conference Paper,10.1452/999663,https://dblp.org/rec/conf/wsdm/machinelearningincom47,https://doi.org/10.4412/306380,Machine Learning in Computer Vision,Victor Williams | Olivia Anderson | Alice Williams | Xavier Taylor,Victor Williams,Machine Learning in Computer Vision Victor Williams
conf/naacl/few-shotlearninginco282,Few-Shot Learning in Computer Vision - A Survey,J. Harris | Mary Smith,NAACL,2024,Conference Paper,10.9842/150400,https://dblp.org/rec/conf/naacl/few-shotlearninginco282,https://doi.org/10.5804/203724,Few-Shot Learning in Computer Vision - A Survey,J. Harris | Mary Smith,J. Harris,Few-Shot Learning in Computer Vision - A Survey J. Harris
conf/associatio/knowledgegraphembedd454,Knowledge Graph Embeddings,Yara Harris | Leo Clark | A. Miller | Kate Lopez,Association for Computational Linguistics,2021,Conference Paper,10.4557/880311,https://dblp.org/rec/conf/associatio/knowledgegraphembedd454,,Knowledge Graph Embeddings,Yara Harris | Leo Clark | A. Miller | Kate Lopez,Yara Harris,Knowledge Graph Embeddings Yara Harris
conf/associatio/namedentityrecogniti529,Named Entity Recognition in NLP,Bob Rodriguez | J. Johnson | Olivia Jones | D. Harris,Association for Computational Linguistics,2020,Conference Paper,10.3250/859280,https://dblp.org/rec/conf/associatio/namedentityrecogniti529,https://doi.org/10.5479/975879,Named Entity Recognition in NLP,Bob Rodriguez | J. Johnson | Olivia Jones | D. Harris,Bob Rodriguez,Named Entity Recognition in NLP Bob Rodriguez
conf/ieee trans/convolutionalneuraln94,Convolutional Neural Networks for Object Detection,H. Sanchez | Mary Martinez | Emma Anderson | David Jones,IEEE Transactions on Pattern Analysis and Machine Intelligence,2024,Conference Paper,10.5873/963991,https://dblp.org/rec/conf/ieee trans/convolutionalneuraln94,https://doi.org/10.6023/800651,Convolutional Neural Networks for Object Detection,H. Sanchez | Mary Martinez | Emma Anderson | David Jones,H. Sanchez,Convolutional Neural Networks for Object Detection H. Sanchez
conf/internatio/speechrecognitionwit574,Speech Recognition with Deep Learning - A Survey,J. Anderson | F. Gonzalez | Z. Brown,International Conference on Machine Learning,2020,Conference Paper,,https://dblp.org/rec/conf/internatio/speechrecognitionwit574,https://doi.org/10.5130/222173,Speech Recognition with Deep Learning - A Survey,J. Anderson | F. Gonzalez | Z. Brown,J. Anderson,Speech Recognition with Deep Learning - A Survey J. Anderson
conf/empirical /recommendationsystem446,Recommendation Systems with Collaborative Filtering,A. Jackson,Empirical Methods in Natural Language Processing,2023,Conference Paper,10.9187/950761,https://dblp.org/rec/conf/empirical /recommendationsystem446,,Recommendation Systems with Collaborative Filtering,A. Jackson,A. Jackson,Recommendation Systems with Collaborative Filtering A. Jackson
conf/artificial/machinelearningincom56,Machine Learning in Computer Vision,Bob Lopez,Artificial Intelligence Journal,2021,Conference Paper,10.1631/583211,https://dblp.org/rec/conf/artificial/machinelearningincom56,https://doi.org/10.5272/370880,Machine Learning in Computer Vision,Bob Lopez,Bob Lopez,Machine Learning in Computer Vision Bob Lopez
conf/neurips/gptmodelsfortextgene270,GPT Models for Text Generation,John Smith | Olivia Thompson | John Anderson | Mary Thompson,NeurIPS,2021,Conference Paper,10.2657/583525,https://dblp.org/rec/conf/neurips/gptmodelsfortextgene270,https://doi.org/10.8984/912303,GPT Models for Text Generation,John Smith | Olivia Thompson | John Anderson | Mary Thompson,John Smith,GPT Models for Text Generation John Smith
conf/sigir/neuralnetworksforima33,Neural Networks for Image Recognition - A Survey,Y. Harris,SIGIR,2023,Conference Paper,10.7010/436967,https://dblp.org/rec/conf/sigir/neuralnetworksforima33,,Neural Networks for Image Recognition - A Survey,Y. Harris,Y. Harris,Neural Networks for Image Recognition - A Survey Y. Harris
conf/kdd/speechrecognitionwit571,Speech Recognition with Deep Learning,Victor Brown,KDD,2024,Conference Paper,10.1020/464556,https://dblp.org/rec/conf/kdd/speechrecognitionwit571,,Speech Recognition with Deep Learning,Victor Brown,Victor Brown,Speech Recognition with Deep Learning Victor Brown
conf/emnlp/questionansweringsys476,Question Answering Systems using BERT,O. Wilson | Jane Garcia | Rachel Taylor | Victor Williams,EMNLP,2024,Conference Paper,10.8078/807653,https://dblp.org/rec/conf/emnlp/questionansweringsys476,,Question Answering Systems using BERT,O. Wilson | Jane Garcia | Rachel Taylor | Victor Williams,O. Wilson,Question Answering Systems using BERT O. Wilson
conf/aaai/naturallanguageproce234,NLP with Transformers,Iris Rodriguez | Quinn Anderson,AAAI,2024,Conference Paper,10.4167/815569,https://dblp.org/rec/conf/aaai/naturallanguageproce234,https://doi.org/10.9664/197639,NLP with Transformers,Iris Rodriguez | Quinn Anderson,Iris Rodriguez,NLP with Transformers Iris Rodriguez
conf/kdd/anomalydetectionusin415,Anomaly Detection using Machine Learning,Tina Clark | Xavier Garcia | J. Hernandez | Henry Lee,KDD,2020,Conference Paper,10.3973/214263,https://dblp.org/rec/conf/kdd/anomalydetectionusin415,https://doi.org/10.7697/679843,Anomaly Detection using Machine Learning,Tina Clark | Xavier Garcia | J. Hernandez | Henry Lee,Tina Clark,Anomaly Detection using Machine Learning Tina Clark
conf/cikm/generativeadversaria166,Generative Adversarial Networks: A Survey,Rachel Brown | Victor Lopez | Tina Garcia,CIKM,2020,Conference Paper,10.8225/698857,https://dblp.org/rec/conf/cikm/generativeadversaria166,https://doi.org/10.5045/105383,Generative Adversarial Networks: A Survey,Rachel Brown | Victor Lopez | Tina Garcia,Rachel Brown,Generative Adversarial Networks: A Survey Rachel Brown
conf/wsdm/imagesegmentationusi578,Image Segmentation using U-Net,Carol Davis | R. White | I. Martinez | Rachel Anderson,WSDM,2023,Conference Paper,10.9684/711781,https://dblp.org/rec/conf/wsdm/imagesegmentationusi578,https://doi.org/10.4070/443354,Image Segmentation using U-Net,Carol Davis | R. White | I. Martinez | Rachel Anderson,Carol Davis,Image Segmentation using U-Net Carol Davis
conf/icml/namedentityrecogniti527,Named Entity Recognition in NLP,Uma Miller,ICML,2023,Conference Paper,10.6590/351569,https://dblp.org/rec/conf/icml/namedentityrecogniti527,https://doi.org/10.6477/307911,Named Entity Recognition in NLP,Uma Miller,Uma Miller,Named Entity Recognition in NLP Uma Miller
conf/sigir/bert:pre-trainingfor247,BERT: Pre-training for Language Understanding,Uma Martinez | Kate Thomas | Alice Garcia | Z. Martinez,SIGIR,2024,Conference Paper,10.1906/361665,https://dblp.org/rec/conf/sigir/bert:pre-trainingfor247,https://doi.org/10.7046/640647,BERT: Pre-training for Language Understanding,Uma Martinez | Kate Thomas | Alice Garcia | Z. Martinez,Uma Martinez,BERT: Pre-training for Language Understanding Uma Martinez
conf/internatio/automl:automatedmach360,AutoML: Automated ML Systems,Tina Sanchez | Rachel Lee | Leo Sanchez | Rachel Davis,International Conference on Machine Learning,2021,Conference Paper,10.9036/433161,https://dblp.org/rec/conf/internatio/automl:automatedmach360,https://doi.org/10.3241/201924,AutoML: Automated ML Systems,Tina Sanchez | Rachel Lee | Leo Sanchez | Rachel Davis,Tina Sanchez,AutoML: Automated ML Systems Tina Sanchez
conf/eccv/federatedlearningfor343,Federated Learning for Privacy-Preserving ML,B. Martin | Frank Johnson | U. Thompson | Jane Martinez,ECCV,2021,Conference Paper,10.1918/560190,https://dblp.org/rec/conf/eccv/federatedlearningfor343,,Federated Learning for Privacy-Preserving ML,B. Martin | Frank Johnson | U. Thompson | Jane Martinez,B. Martin,Federated Learning for Privacy-Preserving ML B. Martin
conf/acl/neuralnetworksforima25,Neural Networks for Image Recognition - A Survey,David Jones | Jack Rodriguez,ACL,2020,Conference Paper,10.1067/992040,https://dblp.org/rec/conf/acl/neuralnetworksforima25,https://doi.org/10.9321/607515,Neural Networks for Image Recognition - A Survey,David Jones | Jack Rodriguez,David Jones,Neural Networks for Image Recognition - A Survey David Jones
conf/cikm/reinforcementlearnin190,reinforcement learning for game playing,Yara Harris | Emma Thompson | T. Gonzalez,CIKM,2020,Conference Paper,10.3349/986088,https://dblp.org/rec/conf/cikm/reinforcementlearnin190,https://doi.org/10.8076/726835,reinforcement learning for game playing,Yara Harris | Emma Thompson | T. Gonzalez,Yara Harris,reinforcement learning for game playing Yara Harris
conf/ijcai/knowledgegraphembedd468,Knowledge Graph Embeddings,D. Jones,IJCAI,2024,Conference Paper,10.5663/592887,https://dblp.org/rec/conf/ijcai/knowledgegraphembedd468,https://doi.org/10.6323/136984,Knowledge Graph Embeddings,D. Jones,D. Jones,Knowledge Graph Embeddings D. Jones
conf/computer v/recurrentneuralnetwo107,Recurrent NN for Sequence Modeling,Mary Williams,Computer Vision and Pattern Recognition,2021,Conference Paper,,https://dblp.org/rec/conf/computer v/recurrentneuralnetwo107,,Recurrent NN for Sequence Modeling,Mary Williams,Mary Williams,Recurrent NN for Sequence Modeling Mary Williams
conf/computer v/naturallanguageproce222,Natural Language Processing with Transformers,K. Jackson | Emma Taylor | S. Wilson | Henry Thomas,Computer Vision and Pattern Recognition,2022,Conference Paper,10.6020/673676,https://dblp.org/rec/conf/computer v/naturallanguageproce222,https://doi.org/10.7798/686451,Natural Language Processing with Transformers,K. Jackson | Emma Taylor | S. Wilson | Henry Thomas,K. Jackson,Natural Language Processing with Transformers K. Jackson
conf/www/recurrentneuralnetwo118,A Study on Recurrent Neural Networks for Sequence Modeling,Uma Thompson | J. Clark,WWW,2021,Conference Paper,10.7484/471845,https://dblp.org/rec/conf/www/recurrentneuralnetwo118,,A Study on Recurrent Neural Networks for Sequence Modeling,Uma Thompson | J. Clark,Uma Thompson,A Study on Recurrent Neural Networks for Sequence Modeling Uma Thompson
conf/iclr/automl:automatedmach354,AutoML: Automated Machine Learning Systems,T. Lee,ICLR,2022,Conference Paper,10.1045/723329,https://dblp.org/rec/conf/iclr/automl:automatedmach354,,AutoML: Automated Machine Learning Systems,T. Lee,T. Lee,AutoML: Automated Machine Learning Systems T. Lee
conf/kdd/attentionmechanismsi133,Attention Mechanisms in Neural Machine Translation,Q. White,KDD,2023,Conference Paper,10.7207/714182,https://dblp.org/rec/conf/kdd/attentionmechanismsi133,https://doi.org/10.7376/600572,Attention Mechanisms in Neural Machine Translation,Q. White,Q. White,Attention Mechanisms in Neural Machine Translation Q. White
conf/acl/few-shotlearninginco291,Few-Shot Learning in Computer Vision,John Martinez | Mary Rodriguez,ACL,2020,Conference Paper,10.2153/500146,https://dblp.org/rec/conf/acl/few-shotlearninginco291,https://doi.org/10.4674/976848,Few-Shot Learning in Computer Vision,John Martinez | Mary Rodriguez,John Martinez,Few-Shot Learning in Computer Vision John Martinez
conf/acl/generativeadversaria156,Generative Adversarial Networks: A Survey,V. Miller | Alice Moore | Henry Martin,ACL,2023,Conference Paper,10.3511/382946,https://dblp.org/rec/conf/acl/generativeadversaria156,https://doi.org/10.7005/944932,Generative Adversarial Networks: A Survey,V. Miller | Alice Moore | Henry Martin,V. Miller,Generative Adversarial Networks: A Survey V. Miller
conf/eccv/textsummarizationusi549,Text Summarization using Neural Networks,M. Harris,ECCV,2024,Conference Paper,10.1442/290424,https://dblp.org/rec/conf/eccv/textsummarizationusi549,https://doi.org/10.9828/269214,Text Summarization using Neural Networks,M. Harris,M. Harris,Text Summarization using Neural Networks M. Harris
conf/artificial/questionansweringsys479,Question Answering Systems using BERT: Methods and Applications,M. Thompson | Grace Davis | David Sanchez | Carol Moore,Artificial Intelligence Journal,2022,Conference Paper,,https://dblp.org/rec/conf/artificial/questionansweringsys479,,Question Answering Systems using BERT: Methods and Applications,M. Thompson | Grace Davis | David Sanchez | Carol Moore,M. Thompson,Question Answering Systems using BERT: Methods and Applications M. Thompson
conf/naacl/reinforcementlearnin198,Reinforcement Learning for Game Playing,Carol Jackson | Xavier Wilson | Jane Rodriguez | J. Hernandez,NAACL,2022,Conference Paper,,https://dblp.org/rec/conf/naacl/reinforcementlearnin198,,Reinforcement Learning for Game Playing,Carol Jackson | Xavier Wilson | Jane Rodriguez | J. Hernandez,Carol Jackson,Reinforcement Learning for Game Playing Carol Jackson
conf/acl/neuralnetworksforima31,Neural Networks for Image Recognition,Jack Williams | W. Davis | K. Rodriguez | O. Jackson,ACL,2021,Conference Paper,10.1984/778566,https://dblp.org/rec/conf/acl/neuralnetworksforima31,https://doi.org/10.9771/595389,Neural Networks for Image Recognition,Jack Williams | W. Davis | K. Rodriguez | O. Jackson,Jack Williams,Neural Networks for Image Recognition Jack Williams
conf/neural inf/explainableai:method320,Explainable AI: Methods and Challenges,David Martinez | Noah Anderson | Olivia Williams,Neural Information Processing Systems,2020,Conference Paper,10.2003/331853,https://dblp.org/rec/conf/neural inf/explainableai:method320,https://doi.org/10.2560/987958,Explainable AI: Methods and Challenges,David Martinez | Noah Anderson | Olivia Williams,David Martinez,Explainable AI: Methods and Challenges David Martinez
conf/iclr/automl:automatedmach366,AUTOML: AUTOMATED MACHINE LEARNING SYSTEMS,Olivia Taylor,ICLR,2021,Conference Paper,10.3248/272457,https://dblp.org/rec/conf/iclr/automl:automatedmach366,https://doi.org/10.5377/211434,AUTOML: AUTOMATED MACHINE LEARNING SYSTEMS,Olivia Taylor,Olivia Taylor,AUTOML: AUTOMATED MACHINE LEARNING SYSTEMS Olivia Taylor
conf/empirical /bert:pre-trainingfor236,BERT: Pre-training for Language Understanding,Wendy Clark,Empirical Methods in Natural Language Processing,2023,Conference Paper,10.1771/957040,https://dblp.org/rec/conf/empirical /bert:pre-trainingfor236,,BERT: Pre-training for Language Understanding,Wendy Clark,Wendy Clark,BERT: Pre-training for Language Understanding Wendy Clark
